address,price,lat,lon,year
19-21 Snow Hill St,1850000,42.366302,-71.056365,2021
19 S Russell St,2700000,42.360909,-71.066099,2020
19 Stillman St,444000,42.363885,-71.056417,2014
19 Symphony Rd,2150000,42.342866,-71.087298,2009
19 Symphony Rd,2020000,42.342866,-71.087298,2009
190 Commonwealth Ave #7,750000,42.351033,-71.080112,2012
190 W Springfield St #1,1263873,42.339654,-71.079691,2019
190 Commonwealth Ave #7,750000,42.351033,-71.080112,2006
146 Marlborough St #1,4400000,42.353145,-71.077656,2006
163-165 Marlborough St #2,4400000,42.352775,-71.079293,2006
163-165 Marlborough St #3,825000,42.352775,-71.079293,2006
191 Commonwealth Ave #41,5550000,42.351579,-71.080514,2017
191 Commonwealth Ave #42,5550000,42.351579,-71.080514,2017
191 Commonwealth Ave #21,875000,42.351579,-71.080514,2016
193 Beacon St #1,1850000,42.354249,-71.076575,2014
194 Salem St,1850000,42.366532,-71.054771,2015
19 Exeter St,3650000,42.351052,-71.080392,2007
193-195 State St,3750000,42.359327,-71.052976,2002
193-195 State St,7700000,42.359327,-71.052976,2013
249 Marlborough St #4,1050000,42.351982,-71.08229,2005
194 Marlborough St #3,345000,42.352321,-71.080292,2002
197 Marlborough St,5850000,42.352375,-71.080813,2015
197 Marlborough St,1.3e+07,42.352375,-71.080813,2017
198-202 Warren Ave,2830000,42.324735,-71.082811,2016
2 Commonwealth Ave #10B,4650000,42.353354,-71.071403,2016
1166 Washington St #303,1075000,42.343217,-71.066414,2018
27 Saint Stephen St #9,420000,42.342924,-71.086231,2012
6 Whittier Pl #16A,390000,42.366192,-71.06722,2007
1 Dalton St #5404,8150000,42.345267,-71.084125,2022
188 Brookline Ave #24G,999000,42.344222,-71.101666,2021
79-79A Phillips St,1525000,42.360407,-71.069491,2010
534-538 Commonwealth Ave #5B,436000,42.348678,-71.096251,2009
2 Avery St #36H,2175000,42.353193,-71.063136,2016
2 Avery St #19G,1250000,42.353193,-71.063136,2017
2 Avery St #21D,2050000,42.353193,-71.063136,2015
2 Avery St #25C,3150000,42.35328,-71.062559,2021
2 Avery St #21A,733000,42.353193,-71.063136,2006
2 Cazenove St,3499000,42.346605,-71.072299,2019
2 Clarendon St #209,1050000,42.344091,-71.072116,2018
2 Clarendon St #301,705000,42.344091,-71.072116,2017
2 Commonwealth Ave #15D,1675000,42.353354,-71.071403,2016
2 Commonwealth Ave #8B,5200000,42.353354,-71.071403,2021
102-102A Myrtle St,2940000,42.359316,-71.068136,2021
4 Phillips St #3,560000,42.360284,-71.066532,2016
17 Bond St,1200000,42.343578,-71.069063,2014
159 Salem St #4,765000,42.365689,-71.055038,2012
16 Union Park #3,750000,42.657837,-70.622573,2016
2 Hawthorne Pl #114N,239000,42.363418,-71.066692,2003
110 Stuart St #18I,390000,42.351007,-71.065413,2012
33 Chestnut St #2,1675000,42.357399,-71.068159,2021
6-10 Oliver St,61500000,42.357314,-71.054638,2007
2 Saint Charles St,1720000,42.347047,-71.071972,2016
110 Stuart St #PH5,2200000,42.351007,-71.065413,2015
2 Milford St #2,1040000,42.343638,-71.069118,2021
2 Strong Pl,2500000,42.3611,-71.068119,2015
4 Strong Pl,2500000,42.361094,-71.068118,2015
500 Atlantic Ave #20A,2270000,42.353653,-71.053436,2013
20 Brimmer St,4375000,42.358069,-71.071918,2010
20 Charles River Sq,3050000,42.359807,-71.072033,2014
20 Cleveland Pl,1525000,42.365937,-71.05585,2007
6 Whittier Pl #15O,325625,42.366192,-71.06722,2011
6 Whittier Pl #10P,320000,42.366192,-71.06722,2012
6 Whittier Pl #2B,250000,42.366192,-71.06722,2011
20 Lawrence St,810000,42.346168,-71.072396,2005
728-740 Tremont St #6,5125000,42.340362,-71.078369,2018
70 Brimmer St #107,450000,42.356292,-71.07141,2020
20 Pine St,760000,42.347308,-71.062825,2014
20 Rowes Wharf #609,3050000,42.356979,-71.050463,2018
20 Sheafe St,8600000,42.366344,-71.055942,2022
20 Sheafe St,5e+06,42.366344,-71.055942,2014
21 N Bennet St #3HI,2200000,42.365601,-71.054436,2020
20 Wellington St,3363000,42.341568,-71.081872,2022
20 W Cedar St,4550000,42.357895,-71.069593,2020
200 Lincoln St #303,380000,42.349986,-71.058812,2004
200 Lincoln St #203,330000,42.349986,-71.058812,2012
81-89 Causeway St,21400000,42.364807,-71.062477,2000
200 Saint Botolph St #5,8e+05,42.342502,-71.083713,2017
200 State St,1.67e+08,42.359671,-71.051788,2008
406 Marlborough St #4,1550000,42.350155,-71.088389,2019
440 Commercial St #404,656000,42.367283,-71.052961,2007
43 Hemenway St,1300000,42.345375,-71.089682,2006
21 Father Francis Gilday St #116,780000,42.338026,-71.072592,2019
201 Newbury St #501,1575000,42.350246,-71.080415,2014
201 Newbury St #407,815000,42.350246,-71.080415,2019
201 Newbury St #RC,42625000,42.350246,-71.080415,2007
201 Newbury St #209,1495000,42.350246,-71.080415,2015
195-201 South St,1.4e+07,42.350431,-71.05754,2013
207-209 South St,1.4e+07,42.350345,-71.057562,2013
158-160 Kneeland St,27500000,42.349838,-71.057983,2016
207-209 South St,27500000,42.350345,-71.057562,2016
201 W Brookline St #203,4485000,42.343679,-71.076798,2022
207-209 South St,8e+06,42.350345,-71.057562,2006
580 Washington St #PHG,2975000,42.353823,-71.062232,2018
31-33 Commonwealth Ave #4,2800000,42.353258,-71.074211,2018
505 Tremont St #202,1375000,42.345021,-71.070212,2008
200-202 Beacon St #1,8e+06,42.353957,-71.078032,2021
200-202 Beacon St #3,8e+06,42.353957,-71.078032,2021
202 Commonwealth Ave #1,3900000,42.350758,-71.081421,2017
202 Commonwealth Ave #5,2100000,42.350889,-71.080611,2003
10 Otis Pl #6B,3325000,42.357347,-71.072338,2021
205 Commonwealth Ave #1,2300000,42.351411,-71.08114,2019
203 Commonwealth Ave #203,2760000,42.351438,-71.081035,2017
203 Saint Botolph St #3,1310000,42.246694,-71.177759,2020
204-204A Hanover St,2e+06,42.362778,-71.055672,2013
150 Worcester St #3,995000,42.341211,-71.079929,2022
207 W Springfield St,1267500,42.340494,-71.080242,2009
500 Atlantic Ave #20H,4950000,42.353653,-71.053436,2007
21 Beacon St #G3,1700000,42.358102,-71.062597,2022
21 Beacon St #6N,445000,42.358102,-71.062597,2015
21 Cortes St,4800000,42.34836,-71.069862,2018
21 Cumberland St #1,920000,42.343433,-71.081947,2021
21 Holyoke St,1750000,42.344714,-71.077656,2011
21 Holyoke St,3832803,42.344714,-71.077656,2013
21 Piedmont St #21,3175000,42.34999,-71.06795,2020
21 S Russell St,2375000,42.360288,-71.065957,2022
21-23 Temple Pl,3e+06,42.355385,-71.062513,2006
37-43 Temple Pl,1750000,42.355213,-71.062168,2006
33-35 West St,3900000,42.354937,-71.062536,2006
210 Beacon St #3,3195000,42.354019,-71.078159,2020
210 Beacon St #4,3195000,42.354019,-71.078159,2020
210 W Springfield St,2825000,42.339999,-71.079895,2022
209-217 Congress St,19340000,42.3548,-71.054924,2001
211 Newbury St,3600000,42.350103,-71.080926,2008
211 Commonwealth Ave,12736000,42.35133,-71.081454,2014
343 Commercial St #212,1485000,42.366097,-71.051114,2008
212 W Canton St #3,1450000,42.345314,-71.077252,2016
214 Beacon St #1,1050000,42.353972,-71.078326,2018
214 Beacon St #2,2450000,42.353972,-71.078326,2018
215 W Canton St #4,596000,42.345143,-71.076804,2013
215 Commonwealth Ave #5,904000,42.351219,-71.081508,2012
216 Beacon St #1,3225000,42.353949,-71.078409,2016
216 Newbury St,1,42.349906,-71.080943,2016
217 Albany St,2250000,42.345453,-71.061615,2015
217 Newbury St,3e+06,42.350017,-71.081233,2007
20 Beacon St #4,2800000,42.358125,-71.062544,2017
500 Atlantic Ave #21K,6e+06,42.353653,-71.053436,2011
22 Braddock Park,3e+06,42.332832,-71.071378,2019
22 Dartmouth Pl,1400000,42.344836,-71.074333,2008
20-22A Fleet St,5800000,42.364717,-71.052802,2018
22 Hancock St,1675000,42.360786,-71.064351,2006
22 Montgomery St,1300000,42.343474,-71.074063,2013
22 W Cedar St,7025000,42.357984,-71.069643,2017
220 Boylston St #1102,1100000,42.352207,-71.068581,2013
220 Boylston St #1201,10250000,42.352207,-71.068581,2014
220 Boylston St #1201,6351968,42.352207,-71.068581,2000
227 Commercial St,3e+06,42.363576,-71.05115,2015
222 Commonwealth Ave,8100000,42.350624,-71.081569,2020
223 Beacon St #2,870000,42.353939,-71.077741,2012
223 Commonwealth Ave,1e+07,42.351154,-71.082081,2020
223 W Springfield St,1e+06,42.340886,-71.080658,2007
225-227 E Berkeley St,1150000,42.343334,-71.064146,2012
225 W Springfield St,1100000,42.340934,-71.080725,2008
225 Newbury St,8800000,42.349904,-71.081642,2012
226 Causeway St,4.3e+07,42.366526,-71.059296,2011
226 Causeway St,1.07e+08,42.366526,-71.059296,2018
226 Marlborough St #5,1545000,42.352033,-71.081381,2017
400 Stuart St #22B,1775000,42.348934,-71.074349,2011
3 Avery St #602,540000,42.353283,-71.063135,2015
23 Holyoke St #2,755000,42.344729,-71.077679,2016
85 E India Row #24D,5e+05,42.358311,-71.050532,2013
74 Fenway #16,240000,42.342769,-71.091398,2015
23 Symphony Rd,2650000,42.342888,-71.087443,2008
23 W Cedar St,5125000,42.358458,-71.069635,2014
23 Commonwealth Ave #3,1810000,42.353393,-71.07369,2007
23-27 Church St,4195000,42.34895,-71.068012,2015
230 Beacon St #3,5e+05,42.353788,-71.078993,2014
230 Commonwealth Ave #1,2600000,42.350523,-71.081953,2008
218-230 Congress St,41600000,42.35449,-71.054294,2007
230-230A Tremont St,2140000,42.351242,-71.064743,2022
230-238 Hanover St,6500000,42.363219,-71.055223,2008
2-1/2 Battery Wharf #2301,675000,0,0,2008
2-1/2 Battery Wharf #2401,675000,0,0,2008
231 Marlborough St,4800000,42.352121,-71.08177,2012
232 Beacon St #5,1557000,42.353765,-71.079076,2014
232 Clarendon St,3969000,42.353301,-71.076383,2021
233 Beacon St,7400000,42.353827,-71.078158,2017
234 Beacon St #4A,650000,42.353742,-71.079159,2012
234 Causeway St #712,585000,42.366538,-71.059491,2017
232-234 Friend St,1900000,42.364345,-71.060977,2015
234 Clarendon St,3464500,42.35329,-71.076377,2007
236 Newbury St,6100000,42.349624,-71.08197,2007
237 Marlborough St,5100000,42.352075,-71.081943,2016
237 Marlborough St,9e+06,42.352075,-71.081943,2021
2 Avery St #23D,1935000,42.35328,-71.062559,2021
31 Phillips St,4855000,42.360436,-71.067794,2022
24 Appleton St,2550000,42.346033,-71.070979,2021
24 Haviland St,8200000,42.346279,-71.088367,2008
24 Holyoke St #1,1165000,42.344572,-71.077805,2008
24-24A Joy St,2425000,42.359298,-71.065172,2013
24-24A Joy St,1250000,42.359298,-71.065172,2007
254 Marlborough St #1,2e+06,42.351772,-71.082362,2018
24 Marlborough St #3,1425000,42.35429,-71.073087,2017
24 Marlborough St #5,1255000,42.35429,-71.073087,2016
24 Union Park,5400000,42.657845,-70.622585,2015
238 Commonwealth Ave,16100000,42.350422,-71.082337,2021
240 Commonwealth Ave,16100000,42.350758,-71.081421,2021
240-246 Commercial St,8500000,42.363743,-71.051312,2019
241 W Newton St,4060000,42.344466,-71.080262,2022
242 Marlborough St #4,1300000,42.351884,-71.081941,2019
244 Hanover St,1.1e+07,42.363448,-71.054847,2016
244 Newbury St,7600000,42.349679,-71.082496,2018
244 Newbury St,2800000,42.349679,-71.082496,2008
425 Newbury St #N41,90000,42.348159,-71.089626,2015
245 Summer St,728500000,42.351354,-71.052911,2020
245 W Canton St #2,2125000,42.345384,-71.077174,2020
246 Marlborough St #2,339000,42.351846,-71.082082,2008
246 Newbury St,5350000,42.349656,-71.082592,2020
249 Beacon St #2,1915000,42.353643,-71.078825,2019
249 Newbury St #C2,1e+06,42.34962,-71.082736,2011
249 Newbury St #C1,1310000,42.34962,-71.082736,2010
1 Avery St #24D,2400000,42.35337,-71.062515,2017
25 Beacon St #2,10200000,42.357195,-71.06499,2018
25 Beacon St #3,8850000,42.357195,-71.06499,2017
25 Beacon St #4,8200000,42.357195,-71.06499,2019
19-21 Charles St,9e+06,42.356741,-71.069542,2015
19-29 Charles St,9e+06,42.35687,-71.069744,2015
19-29 Charles St,12200000,42.35687,-71.069744,2019
25 Clark St #3,505000,42.365144,-71.052756,2016
25 Commonwealth Ave #25,17200000,42.353346,-71.073873,2017
1 Huntington Ave #1001,2525000,42.349359,-71.076991,2000
1 Huntington Ave #401,475000,42.349359,-71.076991,2000
9 Miner St,2700000,42.346697,-71.103109,2012
25 Revere St #3,895000,42.359685,-71.067342,2014
25 Ridgeway Ln #3,375000,42.360794,-71.06395,2012
25 Rutland Sq,1712000,42.341727,-71.078074,2006
25 Pinckney St,1,42.358962,-71.065993,2016
250 Boylston St #2B,1850000,42.35205,-71.069294,2007
250 Boylston St #2A,3690000,42.35205,-71.069294,2006
248-252 Hanover St,1675000,42.363535,-71.054912,2011
220 Boylston St #1612,5400000,42.352207,-71.068581,2018
251-253 Marlborough St #3,3515000,42.351967,-71.082347,2013
251-253 Marlborough St #8,5350000,42.351967,-71.082347,2020
253-261 Tremont St,2325000,42.35024,-71.065273,2009
254 Commonwealth Ave #2,1478000,42.350219,-71.083096,2018
254 Marlborough St #2,2810000,42.351772,-71.082362,2018
254 Newbury St,4650000,42.349561,-71.082977,2012
254 Newbury St,4085000,42.349561,-71.082977,2009
255 Commonwealth Ave #3,1970000,42.350793,-71.083413,2019
255 Commonwealth Ave #2,1835000,42.350793,-71.083413,2014
255 Marlborough St #1,3100000,42.351936,-71.082463,2016
257 Commonwealth Ave #3,7500000,42.350696,-71.083414,2022
257 Commonwealth Ave #1,1785000,42.350696,-71.083414,2022
257 Commonwealth Ave #2,1225000,42.350696,-71.083414,2022
258 W Newton St #2,3100000,42.344877,-71.081227,2018
258 W Newton St #3,3100000,42.344877,-71.081227,2018
258 W Newton St #4,3100000,42.344877,-71.081227,2018
259 North St #1,1104000,42.363895,-71.051904,2022
26 Lawrence St,1530000,42.346026,-71.072933,2017
26 Milford St #1,2610000,42.344133,-71.069905,2019
26 Temple St #4,6e+05,42.360483,-71.063522,2012
257-261 Newbury St,4e+06,42.349526,-71.083121,2000
261-261A North St,1350000,42.363702,-71.051915,2010
261-261A North St,1225000,42.363702,-71.051915,2006
263 Commonwealth Ave #2,1010000,42.350598,-71.08413,2017
263 Commonwealth Ave #4,840000,42.350598,-71.08413,2016
263 Newbury St,2200000,42.349455,-71.08341,2008
265 Commonwealth Ave,5800000,42.350512,-71.084447,2007
265-275 Dartmouth St,12155614,42.350105,-71.077253,2007
266 Commercial St,2e+06,42.364047,-71.051218,2021
267 Beacon St #2,2500000,42.353385,-71.080082,2022
400 Stuart St #26A,4e+06,42.348934,-71.074349,2012
65 E India Row #39C,670000,42.357947,-71.050993,2000
27 Charter St,3725000,42.366823,-71.053505,2019
27 Charter St,2350000,42.366823,-71.053505,2016
70-72 Mount Vernon St #1A27,920000,42.358168,-71.067324,2012
27 Dartmouth St #1,1500000,42.343696,-71.074049,2018
25 Isabella St,11400000,42.348838,-71.069732,2017
27 Isabella St #5,3550000,42.348748,-71.069732,2022
27-29 N Margin St,1205000,42.364408,-71.056516,2016
17 Symphony Rd #3,455000,42.342855,-71.087225,2009
27 Sheafe St,1350000,42.366389,-71.055546,2009
27 Sheafe St,1635000,42.366389,-71.055546,2011
27 Thacher St,1400000,42.36541,-71.057698,2021
127 Tremont St #127,2325000,42.355957,-71.061478,2021
27 Braddock Park #2,2525000,42.344004,-71.078255,2017
505 Tremont St #418,2525000,42.34481,-71.070261,2022
27-29 Stuart St,5150000,42.351133,-71.064561,2021
27-29 Stuart St,1200000,42.351133,-71.064561,2013
27 Dartmouth St #4,530000,42.343696,-71.074049,2013
270 Huntington Ave #307,208500,42.342205,-71.085568,2018
270 Newbury St,4650000,42.349371,-71.083748,2012
265-275 Dartmouth St #2A,480000,42.350105,-71.077253,2016
265-275 Dartmouth St #6L,691500,42.350105,-71.077253,2019
268-274 Friend St,1150000,42.364822,-71.061469,2010
268-274 Friend St,5100000,42.364822,-71.061469,2017
272-274A Shawmut Ave,3375000,42.343062,-71.068835,2019
273 Beacon St #1,2950000,42.353333,-71.07993,2018
55-57 Traveler St,13775000,42.344298,-71.063192,2012
275 Marlborough St,3925000,42.351782,-71.083041,2012
275 Newbury St,12500000,42.349309,-71.083987,2014
276 Newbury St,2.5e+07,42.349297,-71.084035,2019
278 Newbury St,2.5e+07,42.349272,-71.084131,2019
278 Newbury St,2725000,42.349272,-71.084131,2007
188 Brookline Ave #PH29B,2900000,42.344222,-71.101666,2021
28 Braddock Park,1965000,42.332951,-71.071259,2012
28 Chestnut St,5700000,42.357555,-71.067477,2003
28 Concord Sq #1,3300000,42.341348,-71.079032,2019
28 Concord Sq #2,3300000,42.341348,-71.079032,2019
28 Concord Sq #3,3300000,42.341348,-71.079032,2019
28 Concord Sq #4,3300000,42.341348,-71.079032,2019
28 Concord Sq #5,3300000,42.341348,-71.079032,2019
28 Concord Sq #6,3300000,42.341348,-71.079032,2019
28 Concord Sq #7,3300000,42.341348,-71.079032,2019
28 Concord Sq #1,1170000,42.341348,-71.079032,2018
28-30 Cooper St,1400000,42.364386,-71.056563,2016
65 Park Dr #17,340000,42.342777,-71.094816,2022
28 Dartmouth St #1,450000,42.343631,-71.074276,2021
128 Beacon St #L,4e+06,42.354908,-71.074857,2006
28 Hanson St #3,740000,42.343407,-71.070022,2010
65 E India Row #28E,1e+06,42.358036,-71.051007,2011
65 E India Row #28F,1e+06,42.357947,-71.050993,2011
28 Irving St,2400000,42.360834,-71.066374,2022
28 Melrose St,1350000,42.349153,-71.068254,2016
28-30 Phillips St,3250000,42.360257,-71.067722,2021
28 State St,343292,42.358994,-71.057498,2014
28 W Cedar St #1,2060000,42.358253,-71.069789,2018
280 Commonwealth Ave #306,695000,42.350158,-71.083678,2021
280-290 Commercial St,3866580,42.36434,-71.051214,2008
101-111 Causeway St,24500000,42.365047,-71.062015,2015
280 Commonwealth Ave #G5,280000,42.34988,-71.084357,2010
280 Commonwealth Ave #406,725000,42.350158,-71.083678,2022
282-284 Cambridge St #1,425000,42.361009,-71.06812,2008
282 Newbury St #5,850000,42.349253,-71.084215,2020
283 Commonwealth Ave #4,5048000,42.350341,-71.084721,2022
284 Commonwealth Ave,7990000,42.349848,-71.084474,2015
284 Marlborough St,5250000,42.351508,-71.083358,2017
285 Beacon St #5A,1275000,42.353145,-71.080573,2019
285 Beacon St #5B,1275000,42.353145,-71.080573,2019
285 Columbus Ave #408,875000,42.346859,-71.074162,2011
286 Beacon St #9,1225000,42.353091,-71.081484,2019
286 Commonwealth Ave #3,2200000,42.349819,-71.084583,2022
29 Cumberland St #3,475000,42.343402,-71.081901,2003
29 Hereford St,5325000,42.350445,-71.086614,2017
29 Marlborough St #1,799000,42.354229,-71.073315,2020
29 Union Park #2,1310000,42.657384,-70.622582,2010
29 W Cedar St,3450000,42.358756,-71.069779,2018
31 Brimmer St #4,1999000,42.357961,-71.072078,2018
291 Newbury St,1925000,42.349146,-71.084602,2003
291 Shawmut Ave #2,543000,42.342622,-71.069779,2007
293-295 Commonwealth Ave #5D,590000,42.35025,-71.085384,2020
293-297 North St,4500000,42.364335,-71.051657,2017
293-295 Commonwealth Ave #6A,440000,42.34991,-71.086243,2013
295-297 Beacon St #73,1243000,42.352999,-71.081112,2015
293-295 Commonwealth Ave #6C,577000,42.35025,-71.085384,2006
296 Marlborough St,2800000,42.351391,-71.083809,2011
297 Commonwealth Ave #3,4e+06,42.350179,-71.085632,2017
297 Marlborough St,2606000,42.351588,-71.083782,2010
279 Marlborough St,6350000,42.351751,-71.083156,2015
297 Commonwealth Ave #4,3450000,42.350179,-71.085632,2010
298 Beacon St,6500000,42.352948,-71.082034,2014
298 Shawmut Ave #3,975000,42.342483,-71.069819,2012
299 Marlborough St #1,755000,42.351567,-71.083864,2013
299 Marlborough St #3,442855,42.351567,-71.083864,2010
299 Newbury St,3765531,42.349051,-71.084935,2007
